Count,lat,lng,Color,Header,k_population,Delay,Delay with DST,#1_%aft7:00,#1 hour,#2_%aft7:00,#2 hour,#3_%aft7:00,#3 hour,#4_%aft7:00,#4 hour,#5_%aft7:00,#5 hour,B_Delay,B_Delay with DST,B_#1_%aft7:00,B_#1 hour,B_#2_%aft7:00,B_#2 hour,B_#3_%aft7:00,B_#3 hour,B_#4_%aft7:00,B_#4 hour,B_#5_%aft7:00,B_#5 hour,change_flag,B_FIPS - county,B_T/zone,FIPS - county,T/zone,population
2250,0,0,4,"Bedford, PA",48 k,14,74,27%,7:35,27%,7:35,37%,7:40,45%,7:45,53%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2251,0,0,3,"Berks, PA",427 k,4,64,22%,7:25,22%,7:25,30%,7:30,36%,7:35,48%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2252,0,0,4,"Blair, PA",123 k,13,73,27%,7:35,27%,7:35,37%,7:40,44%,7:45,52%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2253,0,0,4,"Bradford, PA",60 k,6,66,25%,7:35,25%,7:35,33%,7:35,39%,7:40,49%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2254,0,0,3,"Bucks, PA",644 k,0,60,21%,7:25,21%,7:25,28%,7:25,33%,7:30,46%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2255,0,0,5,"Butler, PA",193 k,20,80,30%,7:45,30%,7:45,42%,7:45,50%,7:50,55%,8:45,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2256,0,0,4,"Cambria, PA",134 k,15,75,27%,7:40,27%,7:40,38%,7:40,45%,7:45,53%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2257,0,0,4,"Cameron, PA",5 k,13,73,27%,7:40,27%,7:40,38%,7:40,44%,7:45,52%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2258,0,0,3,"Carbon, PA",65 k,3,63,23%,7:30,23%,7:30,30%,7:30,36%,7:35,47%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2259,0,0,4,"Centre, PA",159 k,11,71,26%,7:35,26%,7:35,36%,7:40,43%,7:45,51%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2260,0,0,3,"Chester, PA",532 k,3,63,21%,7:25,21%,7:25,29%,7:30,34%,7:35,47%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2261,0,0,4,"Clarion, PA",38 k,18,78,29%,7:45,29%,7:45,41%,7:45,48%,7:50,54%,8:45,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2262,0,0,4,"Clearfield, PA",81 k,14,74,27%,7:40,27%,7:40,38%,7:40,45%,7:45,52%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2263,0,0,4,"Clinton, PA",38 k,11,71,26%,7:35,26%,7:35,36%,7:40,42%,7:45,51%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2264,0,0,3,"Columbia, PA",65 k,6,66,24%,7:30,24%,7:30,32%,7:35,38%,7:40,48%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2265,0,0,5,"Crawford, PA",84 k,20,80,30%,7:50,30%,7:50,43%,7:50,51%,7:55,55%,8:50,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2266,0,0,4,"Cumberland, PA",257 k,9,69,24%,7:30,24%,7:30,33%,7:35,40%,7:40,50%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2267,0,0,4,"Dauphin, PA",284 k,7,67,24%,7:30,24%,7:30,32%,7:35,38%,7:40,49%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2268,0,0,3,"Delaware, PA",574 k,2,62,21%,7:25,21%,7:25,28%,7:25,33%,7:30,47%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2269,0,0,4,"Elk, PA",31 k,15,75,28%,7:40,28%,7:40,39%,7:40,46%,7:45,52%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2270,0,0,5,"Erie, PA",272 k,20,80,31%,7:50,31%,7:50,43%,7:50,51%,7:55,55%,8:50,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2271,0,0,5,"Fayette, PA",129 k,19,79,28%,7:40,28%,7:40,41%,7:45,48%,7:50,55%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2272,0,0,4,"Forest, PA",7 k,17,77,29%,7:45,29%,7:45,40%,7:45,48%,7:50,53%,8:45,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2273,0,0,4,"Franklin, PA",156 k,11,71,25%,7:35,25%,7:35,35%,7:35,42%,7:40,51%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2274,0,0,4,"Fulton, PA",15 k,12,72,26%,7:35,26%,7:35,36%,7:40,43%,7:40,52%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2275,0,0,5,"Greene, PA",36 k,21,81,30%,7:45,30%,7:45,42%,7:45,51%,7:50,56%,8:45,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2276,0,0,4,"Huntingdon, PA",44 k,12,72,26%,7:35,26%,7:35,36%,7:40,43%,7:45,51%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2277,0,0,4,"Indiana, PA",84 k,16,76,28%,7:40,28%,7:40,39%,7:45,47%,7:50,53%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2278,0,0,4,"Jefferson, PA",44 k,16,76,28%,7:40,28%,7:40,39%,7:45,47%,7:50,53%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2279,0,0,4,"Juniata, PA",24 k,10,70,25%,7:35,25%,7:35,35%,7:35,41%,7:40,50%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2280,0,0,3,"Lackawanna, PA",216 k,2,62,23%,7:30,23%,7:30,30%,7:30,35%,7:35,47%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2281,0,0,3,"Lancaster, PA",550 k,5,65,22%,7:25,22%,7:25,30%,7:30,36%,7:35,48%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2282,0,0,5,"Lawrence, PA",86 k,21,81,30%,7:45,30%,7:45,43%,7:50,52%,7:55,56%,8:45,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2283,0,0,3,"Lebanon, PA",142 k,6,66,23%,7:30,23%,7:30,32%,7:30,37%,7:35,48%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2284,0,0,3,"Lehigh, PA",372 k,2,62,22%,7:25,22%,7:25,29%,7:30,35%,7:35,47%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2285,0,0,3,"Luzerne, PA",325 k,4,64,23%,7:30,23%,7:30,31%,7:30,36%,7:35,48%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2286,0,0,4,"Lycoming, PA",114 k,8,68,25%,7:35,25%,7:35,34%,7:35,41%,7:40,50%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2287,0,0,4,"McKean, PA",41 k,14,74,28%,7:40,28%,7:40,39%,7:45,46%,7:50,52%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2288,0,0,5,"Mercer, PA",111 k,21,81,30%,7:45,30%,7:45,43%,7:50,51%,7:55,55%,8:45,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2289,0,0,4,"Mifflin, PA",46 k,10,70,25%,7:35,25%,7:35,35%,7:35,42%,7:40,51%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2290,0,0,3,"Monroe, PA",168 k,1,61,22%,7:25,22%,7:25,29%,7:30,35%,7:35,47%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2291,0,0,3,"Montgomery, PA",851 k,1,61,21%,7:25,21%,7:25,28%,7:25,33%,7:30,47%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2292,0,0,4,"Montour, PA",18 k,7,67,24%,7:30,24%,7:30,33%,7:35,39%,7:40,49%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2293,0,0,3,"Northampton, PA",311 k,1,61,22%,7:25,22%,7:25,29%,7:30,34%,7:35,47%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2294,0,0,4,"Northumberland, PA",92 k,7,67,24%,7:30,24%,7:30,33%,7:35,39%,7:40,49%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2295,0,0,4,"Perry, PA",46 k,9,69,25%,7:30,25%,7:30,34%,7:35,40%,7:40,50%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2296,0,0,3,"Philadelphia, PA","1,597 k",1,61,20%,7:25,20%,7:25,27%,7:25,32%,7:30,46%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2297,0,0,3,"Pike, PA",58 k,0,60,22%,7:25,22%,7:25,28%,7:30,33%,7:35,46%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2298,0,0,4,"Potter, PA",16 k,12,72,27%,7:40,27%,7:40,37%,7:40,44%,7:45,51%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2299,0,0,3,"Schuylkill, PA",143 k,5,65,23%,7:30,23%,7:30,31%,7:30,37%,7:35,48%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2300,0,0,4,"Snyder, PA",40 k,8,68,25%,7:35,25%,7:35,34%,7:35,40%,7:40,50%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2301,0,0,4,"Somerset, PA",74 k,16,76,28%,7:40,28%,7:40,39%,7:40,47%,7:45,53%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2302,0,0,3,"Sullivan, PA",6 k,6,66,24%,7:35,24%,7:35,33%,7:35,39%,7:40,49%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2303,0,0,3,"Susquehanna, PA",39 k,3,63,24%,7:30,24%,7:30,31%,7:30,37%,7:35,48%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2304,0,0,4,"Tioga, PA",41 k,9,69,26%,7:35,26%,7:35,35%,7:35,41%,7:40,50%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2305,0,0,4,"Union, PA",43 k,8,68,25%,7:35,25%,7:35,34%,7:35,40%,7:40,50%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2306,0,0,5,"Venango, PA",51 k,19,79,30%,7:45,30%,7:45,42%,7:45,50%,7:50,54%,8:45,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2307,0,0,4,"Warren, PA",39 k,17,77,29%,7:45,29%,7:45,41%,7:45,48%,7:50,53%,8:45,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2308,0,0,5,"Washington, PA",209 k,21,81,30%,7:45,30%,7:45,42%,7:45,51%,7:50,56%,8:45,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2309,0,0,3,"Wayne, PA",51 k,1,61,22%,7:30,22%,7:30,30%,7:30,35%,7:35,47%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2310,0,0,4,"Westmoreland, PA",355 k,18,78,28%,7:40,28%,7:40,40%,7:45,48%,7:50,54%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2311,0,0,3,"Wyoming, PA",26 k,4,64,24%,7:30,24%,7:30,32%,7:30,37%,7:35,48%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2312,0,0,4,"York, PA",455 k,7,67,24%,7:30,24%,7:30,32%,7:30,38%,7:35,49%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2313,0,0,2,"Bristol, RI",51 k,-15,45,15%,7:15,15%,7:15,18%,7:15,20%,7:20,40%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2314,0,0,2,"Kent, RI",169 k,-14,46,15%,7:15,15%,7:15,19%,7:15,21%,7:20,41%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2315,0,0,2,"Newport, RI",86 k,-15,45,14%,7:10,14%,7:10,17%,7:15,19%,7:20,40%,8:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2316,0,0,2,"Providence, RI",657 k,-14,46,15%,7:15,15%,7:15,19%,7:15,22%,7:20,41%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2317,0,0,2,"Washington, RI",130 k,-14,46,15%,7:15,15%,7:15,19%,7:15,21%,7:20,41%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2318,0,0,5,"Abbeville, SC",24 k,30,90,30%,7:35,33%,7:35,47%,7:45,58%,7:50,63%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2319,0,0,5,"Aiken, SC",168 k,27,87,28%,7:30,30%,7:30,44%,7:45,55%,7:45,61%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2320,0,0,5,"Allendale, SC",8 k,25,85,27%,7:30,28%,7:30,42%,7:40,53%,7:45,61%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2322,0,0,5,"Bamberg, SC",14 k,24,84,26%,7:30,27%,7:30,41%,7:40,52%,7:45,60%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2323,0,0,5,"Barnwell, SC",21 k,26,86,27%,7:30,29%,7:30,43%,7:40,53%,7:45,61%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2324,0,0,5,"Beaufort, SC",186 k,23,83,25%,7:25,26%,7:25,40%,7:35,50%,7:40,59%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2325,0,0,5,"Berkeley, SC",225 k,20,80,24%,7:25,24%,7:25,37%,7:35,46%,7:40,57%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2326,0,0,5,"Calhoun, SC",14 k,23,83,26%,7:30,27%,7:30,41%,7:40,51%,7:45,59%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2327,0,0,5,"Charleston, SC",405 k,20,80,23%,7:25,23%,7:25,37%,7:35,46%,7:40,57%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2328,0,0,5,"Cherokee, SC",56 k,26,86,29%,7:35,30%,7:35,44%,7:45,55%,7:50,60%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2329,0,0,5,"Chester, SC",32 k,25,85,27%,7:30,28%,7:30,42%,7:40,52%,7:45,59%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2330,0,0,5,"Chesterfield, SC",44 k,21,81,25%,7:30,25%,7:30,39%,7:40,48%,7:40,57%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2331,0,0,5,"Clarendon, SC",32 k,21,81,25%,7:25,25%,7:25,38%,7:35,48%,7:40,58%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2332,0,0,5,"Colleton, SC",39 k,23,83,25%,7:25,26%,7:25,40%,7:40,50%,7:40,59%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2333,0,0,5,"Darlington, SC",63 k,20,80,25%,7:25,25%,7:25,38%,7:35,47%,7:40,57%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2334,0,0,4,"Dillon, SC",29 k,18,78,23%,7:25,23%,7:25,36%,7:35,44%,7:40,55%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2335,0,0,5,"Dorchester, SC",160 k,22,82,25%,7:25,25%,7:25,39%,7:35,48%,7:40,58%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2336,0,0,5,"Edgefield, SC",26 k,28,88,28%,7:35,31%,7:35,45%,7:45,56%,7:50,62%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2337,0,0,5,"Fairfield, SC",21 k,24,84,27%,7:30,28%,7:30,42%,7:40,52%,7:45,59%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2338,0,0,5,"Florence, SC",137 k,19,79,24%,7:25,24%,7:25,37%,7:35,45%,7:40,56%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2339,0,0,4,"Georgetown, SC",63 k,17,77,22%,7:20,22%,7:20,35%,7:35,44%,7:35,56%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2340,0,0,5,"Greenville, SC",519 k,29,89,30%,7:40,33%,7:40,47%,7:45,58%,7:50,62%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2341,0,0,5,"Greenwood, SC",69 k,29,89,29%,7:35,32%,7:35,46%,7:45,57%,7:50,62%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2342,0,0,5,"Hampton, SC",19 k,25,85,26%,7:30,27%,7:30,41%,7:40,52%,7:45,61%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2343,0,0,4,"Horry, SC",345 k,16,76,22%,7:20,22%,7:20,34%,7:35,42%,7:35,55%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2344,0,0,5,"Jasper, SC",28 k,24,84,25%,7:25,27%,7:25,41%,7:40,51%,7:45,60%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2345,0,0,5,"Kershaw, SC",65 k,22,82,26%,7:30,26%,7:30,40%,7:40,50%,7:45,58%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2346,0,0,5,"Lancaster, SC",95 k,23,83,27%,7:30,27%,7:30,41%,7:40,50%,7:45,58%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2347,0,0,5,"Laurens, SC",67 k,28,88,29%,7:35,32%,7:35,45%,7:45,56%,7:50,62%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2348,0,0,5,"Lee, SC",17 k,21,81,25%,7:25,25%,7:25,39%,7:40,48%,7:40,58%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2349,0,0,5,"Lexington, SC",292 k,25,85,27%,7:30,28%,7:30,42%,7:40,53%,7:45,60%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2350,0,0,5,"McCormick, SC",10 k,29,89,29%,7:35,32%,7:35,46%,7:45,57%,7:50,63%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2351,0,0,4,"Marion, SC",30 k,17,77,23%,7:25,23%,7:25,36%,7:35,44%,7:40,55%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2352,0,0,5,"Marlboro, SC",27 k,19,79,24%,7:25,24%,7:25,37%,7:35,46%,7:40,56%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2353,0,0,5,"Newberry, SC",38 k,26,86,28%,7:35,30%,7:35,44%,7:45,54%,7:45,61%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2355,0,0,5,"Orangeburg, SC",85 k,23,83,26%,7:30,27%,7:30,41%,7:40,50%,7:45,59%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2357,0,0,5,"Richland, SC",415 k,24,84,27%,7:30,27%,7:30,41%,7:40,51%,7:45,59%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2358,0,0,5,"Saluda, SC",19 k,27,87,28%,7:35,30%,7:35,44%,7:45,55%,7:45,61%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2359,0,0,5,"Spartanburg, SC",323 k,28,88,29%,7:35,32%,7:35,45%,7:45,56%,7:50,61%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2360,0,0,5,"Sumter, SC",106 k,22,82,25%,7:25,25%,7:25,39%,7:40,49%,7:40,58%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2361,0,0,5,"Union, SC",27 k,26,86,28%,7:35,30%,7:35,44%,7:45,55%,7:50,61%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2362,0,0,5,"Williamsburg, SC",31 k,19,79,24%,7:25,24%,7:25,36%,7:35,45%,7:40,56%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2363,0,0,5,"York, SC",277 k,25,85,28%,7:35,29%,7:35,43%,7:45,53%,7:45,59%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2366,0,0,2,"Bennett, SD",3 k,-13,47,18%,7:20,18%,7:20,21%,7:20,24%,7:25,41%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2368,0,0,5,"Brookings, SD",34 k,27,87,35%,8:05,35%,8:05,48%,8:05,55%,8:05,57%,9:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2372,0,0,3,"Butte, SD",10 k,-6,54,23%,7:35,23%,7:35,28%,7:35,32%,7:35,44%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2376,0,0,5,"Clay, SD",15 k,28,88,34%,8:00,34%,8:00,48%,8:00,56%,8:05,58%,9:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2377,0,0,5,"Codington, SD",28 k,29,89,36%,8:10,36%,8:10,48%,8:10,56%,8:10,57%,9:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2378,0,0,2,"Corson, SD",4 k,-15,45,20%,7:25,20%,7:25,24%,7:25,27%,7:25,41%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2379,0,0,3,"Custer, SD",8 k,-6,54,21%,7:30,21%,7:30,27%,7:30,31%,7:30,44%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2382,0,0,5,"Deuel, SD",4 k,27,87,35%,8:05,35%,8:05,48%,8:05,55%,8:05,57%,9:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2383,0,0,2,"Dewey, SD",5 k,-17,43,19%,7:25,19%,7:25,22%,7:25,25%,7:25,41%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2386,0,0,3,"Fall River, SD",7 k,-6,54,21%,7:25,21%,7:25,27%,7:25,31%,7:30,44%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2388,0,0,5,"Grant, SD",8 k,27,87,35%,8:05,35%,8:05,48%,8:05,56%,8:05,57%,9:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2390,0,0,2,"Haakon, SD",2 k,-14,46,19%,7:20,19%,7:20,23%,7:20,25%,7:25,41%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2391,0,0,5,"Hamlin, SD",6 k,29,89,35%,8:05,35%,8:05,49%,8:05,57%,8:10,58%,9:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
2394,0,0,3,"Harding, SD",1 k,-6,54,23%,7:35,23%,7:35,29%,7:35,33%,7:35,44%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
